120,500,0.8,0.4,0.01,10,2492.6000000000004,38242.7,37.0
150,500,0.1,0.4,0.01,10,2497.9,37713.0,36.0
150,500,0.25,0.4,0.01,10,2497.4,39141.8,37.0
150,500,0.2,0.4,0.01,10,2499.9,39520.7,36.0
150,500,0.5,0.1,0.01,10,2498.9,37188.600000000006,32.0
150,500,0.5,0.4,0.01,100,2492.0,34645.0,30.0
150,500,0.5,0.4,0.01,10,2492.8,38482.9,38.0
150,500,0.5,0.4,0.01,50,2499.7000000000003,38221.0,36.0
150,500,0.5,0.4,0.05,10,2498.6,35163.700000000004,33.0
150,500,0.5,0.4,0.1,10,2481.3,26242.300000000003,27.0
150,500,0.5,0.4,0.2,10,2494.0,26672.0,24.0
150,500,0.5,0.4,0.3,10,2491.3,24758.7,24.0
150,500,0.5,0.4,0.4,10,2497.3,26523.3,24.0
150,500,0.7,0.4,0.01,10,2496.8,38083.2,37.0
150,500,0.8,0.4,0.01,10,2499.1,38983.2,38.0
150,500,0.9,0.4,0.01,10,2498.2000000000003,38715.6,37.0
200,500,0.8,0.4,0.01,10,2497.6,37898.7,37.0
210,500,0.8,0.4,0.01,10,2497.8,38199.600000000006,37.0
